"rules","support","confidence","lift","count"
"{Binders,Chairs,Furnishings,Machines,Phones} => {Storage}",0.00161768670800755,0.75,3.88512569832402,6
"{Chairs,Machines,Paper,Phones,Storage} => {Binders}",0.00161768670800755,0.857142857142857,2.7102667153818,6
"{Binders,Chairs,Machines,Phones,Storage} => {Paper}",0.00161768670800755,0.857142857142857,2.95734219269103,6
"{Binders,Chairs,Machines,Paper,Storage} => {Phones}",0.00161768670800755,1,4.8996036988111,6
"{Chairs,Furnishings,Machines,Paper,Storage} => {Binders}",0.00134807225667296,0.833333333333333,2.63498152884342,5
"{Binders,Chairs,Furnishings,Machines,Storage} => {Paper}",0.00134807225667296,0.833333333333333,2.87519379844961,5
"{Binders,Chairs,Machines,Paper,Storage} => {Furnishings}",0.00134807225667296,0.833333333333333,3.83002891367204,5
"{Chairs,Furnishings,Machines,Paper,Phones} => {Binders}",0.00188730115934214,0.875,2.76673060528559,7
"{Binders,Chairs,Furnishings,Machines,Phones} => {Paper}",0.00188730115934214,0.875,3.01895348837209,7
"{Binders,Chairs,Furnishings,Machines,Paper} => {Phones}",0.00188730115934214,0.777777777777778,3.81080287685308,7
"{Accessories,Art,Machines,Phones,Storage} => {Furnishings}",0.00161768670800755,1,4.59603469640644,6
"{Accessories,Art,Furnishings,Machines,Storage} => {Phones}",0.00161768670800755,1,4.8996036988111,6
"{Accessories,Art,Furnishings,Machines,Phones} => {Storage}",0.00161768670800755,1,5.18016759776536,6
"{Accessories,Furnishings,Machines,Phones,Storage} => {Art}",0.00161768670800755,0.75,4.03737300435414,6
"{Accessories,Art,Machines,Phones,Storage} => {Paper}",0.00134807225667296,0.833333333333333,2.87519379844961,5
"{Accessories,Art,Machines,Paper,Storage} => {Phones}",0.00134807225667296,1,4.8996036988111,5
"{Accessories,Art,Machines,Paper,Phones} => {Storage}",0.00134807225667296,0.833333333333333,4.31680633147114,5
"{Accessories,Art,Machines,Phones,Storage} => {Binders}",0.00161768670800755,1,3.16197783461211,6
"{Accessories,Art,Binders,Machines,Storage} => {Phones}",0.00161768670800755,1,4.8996036988111,6
"{Accessories,Art,Binders,Machines,Phones} => {Storage}",0.00161768670800755,0.857142857142857,4.44014365522745,6
"{Accessories,Art,Furnishings,Machines,Storage} => {Paper}",0.00134807225667296,0.833333333333333,2.87519379844961,5
"{Accessories,Art,Machines,Paper,Storage} => {Furnishings}",0.00134807225667296,1,4.59603469640644,5
"{Accessories,Art,Furnishings,Machines,Paper} => {Storage}",0.00134807225667296,1,5.18016759776536,5
"{Accessories,Art,Furnishings,Machines,Storage} => {Binders}",0.00161768670800755,1,3.16197783461211,6
"{Accessories,Art,Binders,Machines,Storage} => {Furnishings}",0.00161768670800755,1,4.59603469640644,6
"{Accessories,Art,Binders,Furnishings,Machines} => {Storage}",0.00161768670800755,1,5.18016759776536,6
"{Accessories,Binders,Furnishings,Machines,Storage} => {Art}",0.00161768670800755,0.75,4.03737300435414,6
"{Accessories,Art,Machines,Paper,Storage} => {Binders}",0.00134807225667296,1,3.16197783461211,5
"{Accessories,Art,Binders,Machines,Storage} => {Paper}",0.00134807225667296,0.833333333333333,2.87519379844961,5
"{Accessories,Art,Binders,Machines,Paper} => {Storage}",0.00134807225667296,0.833333333333333,4.31680633147114,5
"{Art,Binders,Machines,Paper,Storage} => {Accessories}",0.00134807225667296,0.833333333333333,4.57223865877712,5
"{Accessories,Art,Furnishings,Machines,Phones} => {Paper}",0.00134807225667296,0.833333333333333,2.87519379844961,5
"{Accessories,Art,Machines,Paper,Phones} => {Furnishings}",0.00134807225667296,0.833333333333333,3.83002891367204,5
"{Accessories,Art,Furnishings,Machines,Paper} => {Phones}",0.00134807225667296,1,4.8996036988111,5
"{Accessories,Furnishings,Machines,Paper,Phones} => {Art}",0.00134807225667296,0.833333333333333,4.48597000483793,5
"{Accessories,Art,Furnishings,Machines,Phones} => {Binders}",0.00161768670800755,1,3.16197783461211,6
"{Accessories,Art,Binders,Machines,Phones} => {Furnishings}",0.00161768670800755,0.857142857142857,3.93945831120552,6
"{Accessories,Art,Binders,Furnishings,Machines} => {Phones}",0.00161768670800755,1,4.8996036988111,6
"{Accessories,Binders,Furnishings,Machines,Phones} => {Art}",0.00161768670800755,0.75,4.03737300435414,6
"{Accessories,Art,Machines,Paper,Phones} => {Binders}",0.00161768670800755,1,3.16197783461211,6
"{Accessories,Art,Binders,Machines,Phones} => {Paper}",0.00161768670800755,0.857142857142857,2.95734219269103,6
"{Accessories,Art,Binders,Machines,Paper} => {Phones}",0.00161768670800755,1,4.8996036988111,6
"{Art,Binders,Machines,Paper,Phones} => {Accessories}",0.00161768670800755,0.857142857142857,4.7028740490279,6
"{Accessories,Art,Furnishings,Machines,Paper} => {Binders}",0.00134807225667296,1,3.16197783461211,5
"{Accessories,Art,Binders,Furnishings,Machines} => {Paper}",0.00134807225667296,0.833333333333333,2.87519379844961,5
"{Accessories,Art,Binders,Machines,Paper} => {Furnishings}",0.00134807225667296,0.833333333333333,3.83002891367204,5
"{Art,Machines,Paper,Phones,Storage} => {Furnishings}",0.00188730115934214,1,4.59603469640644,7
"{Art,Furnishings,Machines,Paper,Storage} => {Phones}",0.00188730115934214,1,4.8996036988111,7
"{Art,Furnishings,Machines,Paper,Phones} => {Storage}",0.00188730115934214,1,5.18016759776536,7
"{Art,Furnishings,Machines,Phones,Storage} => {Binders}",0.00242653006201132,0.9,2.8457800511509,9
"{Art,Binders,Machines,Phones,Storage} => {Furnishings}",0.00242653006201132,1,4.59603469640644,9
"{Art,Binders,Furnishings,Machines,Storage} => {Phones}",0.00242653006201132,0.9,4.40964332892999,9
"{Art,Binders,Furnishings,Machines,Phones} => {Storage}",0.00242653006201132,1,5.18016759776536,9
"{Binders,Furnishings,Machines,Phones,Storage} => {Art}",0.00242653006201132,0.75,4.03737300435414,9
"{Art,Machines,Paper,Phones,Storage} => {Binders}",0.00161768670800755,0.857142857142857,2.7102667153818,6
"{Art,Binders,Machines,Paper,Storage} => {Phones}",0.00161768670800755,1,4.8996036988111,6
"{Art,Binders,Machines,Paper,Phones} => {Storage}",0.00161768670800755,0.857142857142857,4.44014365522745,6
"{Art,Furnishings,Machines,Paper,Storage} => {Binders}",0.00161768670800755,0.857142857142857,2.7102667153818,6
"{Art,Binders,Machines,Paper,Storage} => {Furnishings}",0.00161768670800755,1,4.59603469640644,6
"{Art,Binders,Furnishings,Machines,Paper} => {Storage}",0.00161768670800755,0.75,3.88512569832402,6
"{Art,Furnishings,Machines,Paper,Phones} => {Binders}",0.00161768670800755,0.857142857142857,2.7102667153818,6
"{Art,Binders,Machines,Paper,Phones} => {Furnishings}",0.00161768670800755,0.857142857142857,3.93945831120552,6
"{Art,Binders,Furnishings,Machines,Paper} => {Phones}",0.00161768670800755,0.75,3.67470277410832,6
"{Accessories,Furnishings,Machines,Phones,Storage} => {Paper}",0.00161768670800755,0.75,2.58767441860465,6
"{Accessories,Machines,Paper,Phones,Storage} => {Furnishings}",0.00161768670800755,0.75,3.44702602230483,6
"{Accessories,Furnishings,Machines,Paper,Storage} => {Phones}",0.00161768670800755,0.857142857142857,4.19966031326665,6
"{Accessories,Furnishings,Machines,Paper,Phones} => {Storage}",0.00161768670800755,1,5.18016759776536,6
"{Accessories,Furnishings,Machines,Phones,Storage} => {Binders}",0.00188730115934214,0.875,2.76673060528559,7
"{Accessories,Binders,Machines,Phones,Storage} => {Furnishings}",0.00188730115934214,0.777777777777778,3.57469365276057,7
"{Accessories,Binders,Furnishings,Machines,Storage} => {Phones}",0.00188730115934214,0.875,4.28715323645971,7
"{Accessories,Binders,Furnishings,Machines,Phones} => {Storage}",0.00188730115934214,0.875,4.53264664804469,7
"{Accessories,Machines,Paper,Phones,Storage} => {Binders}",0.00215691561067673,1,3.16197783461211,8
"{Accessories,Binders,Machines,Phones,Storage} => {Paper}",0.00215691561067673,0.888888888888889,3.06687338501292,8
"{Accessories,Binders,Machines,Paper,Storage} => {Phones}",0.00215691561067673,0.8,3.91968295904888,8
"{Accessories,Binders,Machines,Paper,Phones} => {Storage}",0.00215691561067673,0.8,4.14413407821229,8
"{Accessories,Furnishings,Machines,Paper,Storage} => {Binders}",0.00188730115934214,1,3.16197783461211,7
"{Accessories,Binders,Furnishings,Machines,Storage} => {Paper}",0.00188730115934214,0.875,3.01895348837209,7
"{Accessories,Binders,Furnishings,Machines,Paper} => {Storage}",0.00188730115934214,1,5.18016759776536,7
"{Accessories,Furnishings,Machines,Paper,Phones} => {Binders}",0.00161768670800755,1,3.16197783461211,6
"{Accessories,Binders,Furnishings,Machines,Phones} => {Paper}",0.00161768670800755,0.75,2.58767441860465,6
"{Accessories,Binders,Furnishings,Machines,Paper} => {Phones}",0.00161768670800755,0.857142857142857,4.19966031326665,6
"{Furnishings,Machines,Paper,Phones,Storage} => {Binders}",0.00242653006201132,0.818181818181818,2.58707277377354,9
"{Binders,Furnishings,Machines,Phones,Storage} => {Paper}",0.00242653006201132,0.75,2.58767441860465,9
"{Binders,Machines,Paper,Phones,Storage} => {Furnishings}",0.00242653006201132,0.75,3.44702602230483,9
"{Binders,Furnishings,Machines,Paper,Storage} => {Phones}",0.00242653006201132,0.9,4.40964332892999,9
"{Binders,Furnishings,Machines,Paper,Phones} => {Storage}",0.00242653006201132,0.75,3.88512569832402,9
"{Accessories,Furnishings,Paper,Supplies,Tables} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Accessories,Binders,Furnishings,Supplies,Tables} => {Paper}",0.00107845780533837,0.8,2.76018604651163,4
"{Accessories,Binders,Paper,Supplies,Tables} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Binders,Furnishings,Paper,Supplies,Tables} => {Accessories}",0.00107845780533837,0.8,4.38934911242604,4
"{Furnishings,Phones,Storage,Supplies,Tables} => {Paper}",0.00134807225667296,0.833333333333333,2.87519379844961,5
"{Paper,Phones,Storage,Supplies,Tables} => {Furnishings}",0.00134807225667296,1,4.59603469640644,5
"{Furnishings,Paper,Storage,Supplies,Tables} => {Phones}",0.00134807225667296,0.833333333333333,4.08300308234258,5
"{Furnishings,Paper,Phones,Supplies,Tables} => {Storage}",0.00134807225667296,0.833333333333333,4.31680633147114,5
"{Furnishings,Phones,Storage,Supplies,Tables} => {Binders}",0.00134807225667296,0.833333333333333,2.63498152884342,5
"{Binders,Phones,Storage,Supplies,Tables} => {Furnishings}",0.00134807225667296,1,4.59603469640644,5
"{Binders,Furnishings,Storage,Supplies,Tables} => {Phones}",0.00134807225667296,1,4.8996036988111,5
"{Binders,Furnishings,Phones,Supplies,Tables} => {Storage}",0.00134807225667296,1,5.18016759776536,5
"{Paper,Phones,Storage,Supplies,Tables} => {Binders}",0.00107845780533837,0.8,2.52958226768968,4
"{Binders,Phones,Storage,Supplies,Tables} => {Paper}",0.00107845780533837,0.8,2.76018604651163,4
"{Binders,Paper,Storage,Supplies,Tables} => {Phones}",0.00107845780533837,1,4.8996036988111,4
"{Binders,Paper,Phones,Supplies,Tables} => {Storage}",0.00107845780533837,1,5.18016759776536,4
"{Binders,Furnishings,Storage,Supplies,Tables} => {Paper}",0.00107845780533837,0.8,2.76018604651163,4
"{Binders,Paper,Storage,Supplies,Tables} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Binders,Furnishings,Paper,Supplies,Tables} => {Storage}",0.00107845780533837,0.8,4.14413407821229,4
"{Binders,Furnishings,Phones,Supplies,Tables} => {Paper}",0.00107845780533837,0.8,2.76018604651163,4
"{Binders,Paper,Phones,Supplies,Tables} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Binders,Furnishings,Paper,Supplies,Tables} => {Phones}",0.00107845780533837,0.8,3.91968295904888,4
"{Accessories,Labels,Paper,Storage,Supplies} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Accessories,Binders,Labels,Storage,Supplies} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Accessories,Binders,Labels,Paper,Supplies} => {Storage}",0.00107845780533837,0.8,4.14413407821229,4
"{Binders,Labels,Paper,Storage,Supplies} => {Accessories}",0.00107845780533837,1,5.48668639053254,4
"{Accessories,Art,Chairs,Phones,Supplies} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Accessories,Art,Binders,Chairs,Supplies} => {Phones}",0.00107845780533837,1,4.8996036988111,4
"{Accessories,Binders,Chairs,Phones,Supplies} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Accessories,Art,Binders,Phones,Supplies} => {Chairs}",0.00107845780533837,0.8,5.48465804066544,4
"{Art,Chairs,Phones,Storage,Supplies} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Art,Binders,Chairs,Storage,Supplies} => {Phones}",0.00107845780533837,1,4.8996036988111,4
"{Binders,Chairs,Phones,Storage,Supplies} => {Art}",0.00107845780533837,0.8,4.30653120464441,4
"{Art,Chairs,Paper,Phones,Supplies} => {Furnishings}",0.00107845780533837,0.8,3.67682775712516,4
"{Art,Chairs,Furnishings,Paper,Supplies} => {Phones}",0.00107845780533837,0.8,3.91968295904888,4
"{Art,Chairs,Furnishings,Phones,Supplies} => {Binders}",0.00134807225667296,0.833333333333333,2.63498152884342,5
"{Art,Binders,Chairs,Furnishings,Supplies} => {Phones}",0.00134807225667296,0.833333333333333,4.08300308234258,5
"{Binders,Chairs,Furnishings,Phones,Supplies} => {Art}",0.00134807225667296,1,5.38316400580552,5
"{Art,Chairs,Paper,Phones,Supplies} => {Binders}",0.00107845780533837,0.8,2.52958226768968,4
"{Art,Binders,Chairs,Paper,Supplies} => {Phones}",0.00107845780533837,0.8,3.91968295904888,4
"{Binders,Chairs,Paper,Phones,Supplies} => {Art}",0.00107845780533837,0.8,4.30653120464441,4
"{Art,Chairs,Furnishings,Paper,Supplies} => {Binders}",0.00107845780533837,0.8,2.52958226768968,4
"{Art,Binders,Chairs,Paper,Supplies} => {Furnishings}",0.00107845780533837,0.8,3.67682775712516,4
"{Binders,Chairs,Furnishings,Paper,Supplies} => {Art}",0.00107845780533837,0.8,4.30653120464441,4
"{Chairs,Paper,Phones,Storage,Supplies} => {Binders}",0.00107845780533837,0.8,2.52958226768968,4
"{Binders,Chairs,Phones,Storage,Supplies} => {Paper}",0.00107845780533837,0.8,2.76018604651163,4
"{Binders,Chairs,Paper,Phones,Supplies} => {Storage}",0.00107845780533837,0.8,4.14413407821229,4
"{Accessories,Art,Furnishings,Phones,Supplies} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Accessories,Art,Binders,Phones,Supplies} => {Furnishings}",0.00107845780533837,0.8,3.67682775712516,4
"{Accessories,Art,Furnishings,Paper,Supplies} => {Binders}",0.00134807225667296,0.833333333333333,2.63498152884342,5
"{Accessories,Binders,Furnishings,Paper,Supplies} => {Art}",0.00134807225667296,0.833333333333333,4.48597000483793,5
"{Art,Furnishings,Phones,Storage,Supplies} => {Paper}",0.00107845780533837,0.8,2.76018604651163,4
"{Art,Furnishings,Paper,Storage,Supplies} => {Phones}",0.00107845780533837,0.8,3.91968295904888,4
"{Art,Furnishings,Phones,Storage,Supplies} => {Binders}",0.00134807225667296,1,3.16197783461211,5
"{Art,Binders,Furnishings,Storage,Supplies} => {Phones}",0.00134807225667296,0.833333333333333,4.08300308234258,5
"{Art,Paper,Phones,Storage,Supplies} => {Binders}",0.00134807225667296,0.833333333333333,2.63498152884342,5
"{Art,Furnishings,Paper,Storage,Supplies} => {Binders}",0.00134807225667296,1,3.16197783461211,5
"{Art,Binders,Furnishings,Storage,Supplies} => {Paper}",0.00134807225667296,0.833333333333333,2.87519379844961,5
"{Accessories,Paper,Phones,Storage,Supplies} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Accessories,Binders,Phones,Storage,Supplies} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Accessories,Binders,Paper,Phones,Supplies} => {Storage}",0.00107845780533837,0.8,4.14413407821229,4
"{Accessories,Furnishings,Paper,Storage,Supplies} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Accessories,Binders,Furnishings,Storage,Supplies} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Accessories,Furnishings,Paper,Phones,Supplies} => {Binders}",0.00107845780533837,0.8,2.52958226768968,4
"{Accessories,Binders,Paper,Phones,Supplies} => {Furnishings}",0.00107845780533837,0.8,3.67682775712516,4
"{Furnishings,Paper,Phones,Storage,Supplies} => {Binders}",0.00161768670800755,0.75,2.37148337595908,6
"{Binders,Furnishings,Phones,Storage,Supplies} => {Paper}",0.00161768670800755,0.857142857142857,2.95734219269103,6
"{Binders,Furnishings,Paper,Phones,Supplies} => {Storage}",0.00161768670800755,0.857142857142857,4.44014365522745,6
"{Art,Bookcases,Fasteners,Labels,Paper} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Art,Binders,Bookcases,Fasteners,Labels} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Binders,Bookcases,Fasteners,Labels,Paper} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Art,Binders,Bookcases,Fasteners,Paper} => {Labels}",0.00107845780533837,0.8,8.88383233532934,4
"{Art,Bookcases,Fasteners,Paper,Storage} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Art,Binders,Bookcases,Fasteners,Storage} => {Paper}",0.00107845780533837,0.8,2.76018604651163,4
"{Art,Binders,Bookcases,Fasteners,Paper} => {Storage}",0.00107845780533837,0.8,4.14413407821229,4
"{Binders,Bookcases,Fasteners,Paper,Storage} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Art,Bookcases,Fasteners,Paper,Phones} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Art,Binders,Bookcases,Fasteners,Phones} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Art,Binders,Bookcases,Fasteners,Paper} => {Phones}",0.00107845780533837,0.8,3.91968295904888,4
"{Binders,Bookcases,Fasteners,Paper,Phones} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Accessories,Art,Bookcases,Envelopes,Furnishings} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Accessories,Art,Bookcases,Envelopes,Paper} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Art,Bookcases,Envelopes,Furnishings,Paper} => {Accessories}",0.00107845780533837,0.8,4.38934911242604,4
"{Accessories,Bookcases,Envelopes,Furnishings,Paper} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Accessories,Art,Bookcases,Envelopes,Furnishings} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Accessories,Art,Binders,Bookcases,Envelopes} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Accessories,Binders,Bookcases,Envelopes,Furnishings} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Accessories,Art,Bookcases,Envelopes,Paper} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Accessories,Art,Binders,Bookcases,Envelopes} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Art,Binders,Bookcases,Envelopes,Paper} => {Accessories}",0.00107845780533837,0.8,4.38934911242604,4
"{Accessories,Binders,Bookcases,Envelopes,Paper} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Art,Bookcases,Envelopes,Furnishings,Storage} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Art,Bookcases,Envelopes,Paper,Storage} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Art,Bookcases,Envelopes,Furnishings,Paper} => {Storage}",0.00107845780533837,0.8,4.14413407821229,4
"{Bookcases,Envelopes,Furnishings,Paper,Storage} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Art,Bookcases,Envelopes,Furnishings,Storage} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Art,Binders,Bookcases,Envelopes,Storage} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Binders,Bookcases,Envelopes,Furnishings,Storage} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Art,Bookcases,Envelopes,Paper,Storage} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Art,Binders,Bookcases,Envelopes,Storage} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Art,Binders,Bookcases,Envelopes,Paper} => {Storage}",0.00107845780533837,0.8,4.14413407821229,4
"{Binders,Bookcases,Envelopes,Paper,Storage} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Art,Bookcases,Envelopes,Furnishings,Phones} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Art,Bookcases,Envelopes,Paper,Phones} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Art,Bookcases,Envelopes,Furnishings,Paper} => {Phones}",0.00107845780533837,0.8,3.91968295904888,4
"{Bookcases,Envelopes,Furnishings,Paper,Phones} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Art,Bookcases,Envelopes,Furnishings,Phones} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Art,Binders,Bookcases,Envelopes,Phones} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Binders,Bookcases,Envelopes,Furnishings,Phones} => {Art}",0.00107845780533837,0.8,4.30653120464441,4
"{Art,Bookcases,Envelopes,Paper,Phones} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Art,Binders,Bookcases,Envelopes,Phones} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Art,Binders,Bookcases,Envelopes,Paper} => {Phones}",0.00107845780533837,0.8,3.91968295904888,4
"{Binders,Bookcases,Envelopes,Paper,Phones} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Art,Bookcases,Envelopes,Furnishings,Paper} => {Binders}",0.00134807225667296,1,3.16197783461211,5
"{Art,Binders,Bookcases,Envelopes,Furnishings} => {Paper}",0.00134807225667296,0.833333333333333,2.87519379844961,5
"{Art,Binders,Bookcases,Envelopes,Paper} => {Furnishings}",0.00134807225667296,1,4.59603469640644,5
"{Binders,Bookcases,Envelopes,Furnishings,Paper} => {Art}",0.00134807225667296,1,5.38316400580552,5
"{Accessories,Bookcases,Envelopes,Furnishings,Paper} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Accessories,Binders,Bookcases,Envelopes,Furnishings} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Accessories,Binders,Bookcases,Envelopes,Paper} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Binders,Bookcases,Envelopes,Furnishings,Paper} => {Accessories}",0.00107845780533837,0.8,4.38934911242604,4
"{Bookcases,Envelopes,Furnishings,Paper,Storage} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Binders,Bookcases,Envelopes,Furnishings,Storage} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Binders,Bookcases,Envelopes,Paper,Storage} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Binders,Bookcases,Envelopes,Furnishings,Paper} => {Storage}",0.00107845780533837,0.8,4.14413407821229,4
"{Bookcases,Envelopes,Furnishings,Paper,Phones} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Binders,Bookcases,Envelopes,Furnishings,Phones} => {Paper}",0.00107845780533837,0.8,2.76018604651163,4
"{Binders,Bookcases,Envelopes,Paper,Phones} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Binders,Bookcases,Envelopes,Furnishings,Paper} => {Phones}",0.00107845780533837,0.8,3.91968295904888,4
"{Accessories,Art,Bookcases,Chairs,Labels} => {Storage}",0.00107845780533837,1,5.18016759776536,4
"{Art,Bookcases,Chairs,Labels,Storage} => {Accessories}",0.00107845780533837,1,5.48668639053254,4
"{Accessories,Bookcases,Chairs,Labels,Storage} => {Art}",0.00107845780533837,0.8,4.30653120464441,4
"{Accessories,Art,Bookcases,Chairs,Storage} => {Labels}",0.00107845780533837,0.8,8.88383233532934,4
"{Accessories,Art,Bookcases,Chairs,Labels} => {Phones}",0.00107845780533837,1,4.8996036988111,4
"{Art,Bookcases,Chairs,Labels,Phones} => {Accessories}",0.00107845780533837,1,5.48668639053254,4
"{Accessories,Bookcases,Chairs,Labels,Phones} => {Art}",0.00107845780533837,0.8,4.30653120464441,4
"{Accessories,Art,Bookcases,Labels,Phones} => {Chairs}",0.00107845780533837,1,6.85582255083179,4
"{Accessories,Art,Bookcases,Chairs,Labels} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Art,Bookcases,Chairs,Furnishings,Labels} => {Accessories}",0.00107845780533837,1,5.48668639053254,4
"{Accessories,Bookcases,Chairs,Furnishings,Labels} => {Art}",0.00107845780533837,0.8,4.30653120464441,4
"{Accessories,Art,Bookcases,Furnishings,Labels} => {Chairs}",0.00107845780533837,0.8,5.48465804066544,4
"{Accessories,Art,Bookcases,Chairs,Labels} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Art,Bookcases,Chairs,Labels,Paper} => {Accessories}",0.00107845780533837,1,5.48668639053254,4
"{Accessories,Art,Bookcases,Chairs,Labels} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Art,Binders,Bookcases,Chairs,Labels} => {Accessories}",0.00107845780533837,1,5.48668639053254,4
"{Accessories,Binders,Bookcases,Chairs,Labels} => {Art}",0.00107845780533837,0.8,4.30653120464441,4
"{Art,Bookcases,Chairs,Labels,Storage} => {Phones}",0.00107845780533837,1,4.8996036988111,4
"{Art,Bookcases,Chairs,Labels,Phones} => {Storage}",0.00107845780533837,1,5.18016759776536,4
"{Bookcases,Chairs,Labels,Phones,Storage} => {Art}",0.00107845780533837,0.8,4.30653120464441,4
"{Art,Bookcases,Labels,Phones,Storage} => {Chairs}",0.00107845780533837,1,6.85582255083179,4
"{Art,Bookcases,Chairs,Labels,Storage} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Art,Bookcases,Chairs,Furnishings,Labels} => {Storage}",0.00107845780533837,1,5.18016759776536,4
"{Bookcases,Chairs,Furnishings,Labels,Storage} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Art,Bookcases,Chairs,Furnishings,Storage} => {Labels}",0.00107845780533837,0.8,8.88383233532934,4
"{Art,Bookcases,Chairs,Labels,Storage} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Art,Bookcases,Chairs,Labels,Paper} => {Storage}",0.00107845780533837,1,5.18016759776536,4
"{Bookcases,Chairs,Labels,Paper,Storage} => {Art}",0.00107845780533837,0.8,4.30653120464441,4
"{Art,Bookcases,Chairs,Labels,Storage} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Art,Binders,Bookcases,Chairs,Labels} => {Storage}",0.00107845780533837,1,5.18016759776536,4
"{Binders,Bookcases,Chairs,Labels,Storage} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Art,Bookcases,Chairs,Labels,Phones} => {Furnishings}",0.00107845780533837,1,4.59603469640644,4
"{Art,Bookcases,Chairs,Furnishings,Labels} => {Phones}",0.00107845780533837,1,4.8996036988111,4
"{Bookcases,Chairs,Furnishings,Labels,Phones} => {Art}",0.00107845780533837,1,5.38316400580552,4
"{Art,Bookcases,Furnishings,Labels,Phones} => {Chairs}",0.00107845780533837,1,6.85582255083179,4
"{Art,Bookcases,Chairs,Labels,Phones} => {Paper}",0.00107845780533837,1,3.45023255813953,4
"{Art,Bookcases,Chairs,Labels,Paper} => {Phones}",0.00107845780533837,1,4.8996036988111,4
"{Bookcases,Chairs,Labels,Paper,Phones} => {Art}",0.00107845780533837,0.8,4.30653120464441,4
"{Art,Bookcases,Labels,Paper,Phones} => {Chairs}",0.00107845780533837,0.8,5.48465804066544,4
"{Art,Bookcases,Chairs,Labels,Phones} => {Binders}",0.00107845780533837,1,3.16197783461211,4
"{Art,Binders,Bookcases,Chairs,Labels} => {Phones}",0.00107845780533837,1,4.8996036988111,4
